source_app,target_app,source_file,line,imported_symbol,classification,evidence
proyectos,inventario,apps\tenant\proyectos\models.py,213,MovimientoInventarioSelector,CONTROLLED,"importa un Selector de otra app (MovimientoInventarioSelector) - mismo patron Bounded Context que import directo de modelo, pero ya encapsula .only()/empresa_id internamente"
proyectos,api,apps\tenant\proyectos\services\api_mixins.py,16,BaseServiceMixin,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
proyectos,empresa,apps\tenant\proyectos\services\business_service.py,15,Empresa,CONTROLLED,Empresa es el singleton del tenant (no tiene su propio empresa_id) - resolverlo desde otra app es el patron establecido en las 17 apps (SintelDSVMixin._get_empresa())
proyectos,clientes,apps\tenant\proyectos\services\business_service.py,20,Cliente,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
proyectos,empleados,apps\tenant\proyectos\services\business_service.py,25,Empleado,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
proyectos,facturas,apps\tenant\proyectos\services\business_service.py,30,Factura,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
proyectos,proveedores,apps\tenant\proyectos\services\business_service.py,35,Proveedor,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
proyectos,inventario,apps\tenant\proyectos\services\business_service.py,40,Servicio,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
proyectos,perfil,apps\tenant\proyectos\services\business_service.py,45,TenantProfile,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
proyectos,empresa,apps\tenant\proyectos\services\presupuesto_service.py,14,Empresa,CONTROLLED,Empresa es el singleton del tenant (no tiene su propio empresa_id) - resolverlo desde otra app es el patron establecido en las 17 apps (SintelDSVMixin._get_empresa())
proyectos,empleados,apps\tenant\proyectos\services\selectors.py,14,Empleado,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
proyectos,empresa,apps\tenant\proyectos\services\tareas_service.py,19,Empresa,CONTROLLED,Empresa es el singleton del tenant (no tiene su propio empresa_id) - resolverlo desde otra app es el patron establecido en las 17 apps (SintelDSVMixin._get_empresa())
proyectos,api,apps\tenant\proyectos\api\serializers.py,14,NormalizationMixin,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
proyectos,empresa,apps\tenant\proyectos\api\serializers.py,15,Sede,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
proyectos,perfil,apps\tenant\proyectos\api\serializers.py,25,TenantProfile,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
proyectos,facturas,apps\tenant\proyectos\api\serializers.py,28,FacturaInterAppAPI,PULL,API inter-app documentada explicitamente como [ABIERTO]/Pull: FacturaInterAppAPI (ver FACTURAS_AUDIT.md §2)
proyectos,clientes,apps\tenant\proyectos\api\serializers.py,649,Cliente,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
proyectos,empleados,apps\tenant\proyectos\api\serializers.py,650,Empleado,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
proyectos,core,apps\tenant\proyectos\api\serializers.py,412,sede_esta_en_alcance,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
proyectos,api,apps\tenant\proyectos\api\viewsets.py,20,"IsTenantAdminOrReadOnly, IsTenantMember",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
proyectos,api,apps\tenant\proyectos\api\viewsets.py,21,BaseTenantViewSet,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
proyectos,core,apps\tenant\proyectos\api\viewsets.py,22,OrganizationalContextMixin,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
proyectos,empresa,apps\tenant\proyectos\api\viewsets.py,23,Empresa,CONTROLLED,Empresa es el singleton del tenant (no tiene su propio empresa_id) - resolverlo desde otra app es el patron establecido en las 17 apps (SintelDSVMixin._get_empresa())
proyectos,inventario,apps\tenant\proyectos\api\viewsets.py,35,HistorialServicio,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
proyectos,clientes,apps\tenant\proyectos\api\viewsets.py,40,Cliente,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
proyectos,empleados,apps\tenant\proyectos\api\viewsets.py,45,EmpleadoSelector,CONTROLLED,"importa un Selector de otra app (EmpleadoSelector) - mismo patron Bounded Context que import directo de modelo, pero ya encapsula .only()/empresa_id internamente"
proyectos,proveedores,apps\tenant\proyectos\api\viewsets.py,50,Proveedor,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
proyectos,facturas,apps\tenant\proyectos\api\viewsets.py,55,FacturaInterAppAPI,PULL,API inter-app documentada explicitamente como [ABIERTO]/Pull: FacturaInterAppAPI (ver FACTURAS_AUDIT.md §2)
proyectos,cotizaciones,apps\tenant\proyectos\api\viewsets.py,60,Cotizacion,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
proyectos,core,apps\tenant\proyectos\api\viewsets.py,109,"OrganizationalScope, OrganizationalScopeError",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
proyectos,core,apps\tenant\proyectos\api\viewsets.py,129,"OrganizationalScope, OrganizationalScopeError",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
proyectos,core,apps\tenant\proyectos\api\viewsets.py,404,"OrganizationalScope, OrganizationalScopeError",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
proyectos,core,apps\tenant\proyectos\api\viewsets.py,474,"OrganizationalScope, OrganizationalScopeError",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
proyectos,core,apps\tenant\proyectos\api\viewsets.py,557,"OrganizationalScope, OrganizationalScopeError",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
proyectos,core,apps\tenant\proyectos\api\viewsets.py,595,"OrganizationalScope, OrganizationalScopeError",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
proyectos,api,apps\tenant\proyectos\views.py,14,SintelDSVMixin,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
proyectos,core,apps\tenant\proyectos\views.py,54,"OrganizationalScope, OrganizationalScopeError",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
ventas,core,apps\tenant\ventas\models.py,9,SintelTenantBaseModel,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
ventas,api,apps\tenant\ventas\services\api_mixins.py,1,BaseServiceMixin,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
ventas,core,apps\tenant\ventas\services\api_mixins.py,41,"OrganizationalContext, OrganizationalContextError",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
ventas,clientes,apps\tenant\ventas\services\business_service.py,49,Cliente,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
ventas,inventario,apps\tenant\ventas\services\business_service.py,64,"Producto, Servicio",CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
ventas,inventario,apps\tenant\ventas\services\business_service.py,692,MovimientoInventario,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
ventas,inventario,apps\tenant\ventas\services\business_service.py,693,KardexService,PUSH_CONTROLLED,"llama a KardexService de otra app con empresa_id explicito (Service Layer real, no bypass ORM)"
ventas,facturas,apps\tenant\ventas\services\business_service.py,611,CufeService,UNKNOWN,import de apps.tenant.facturas.services.dian.cufe sin patron reconocido - requiere revision manual
ventas,facturas,apps\tenant\ventas\services\business_service.py,618,UBL21BuilderService,UNKNOWN,import de apps.tenant.facturas.services.dian.ubl21_builder sin patron reconocido - requiere revision manual
ventas,core,apps\tenant\ventas\services\business_service.py,624,XadesSignerService,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
ventas,core,apps\tenant\ventas\services\business_service.py,628,AttachedDocumentService,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
ventas,facturas,apps\tenant\ventas\services\business_service.py,639,FacturaBusinessService,PUSH_CONTROLLED,"llama a FacturaBusinessService de otra app con empresa_id explicito (Service Layer real, no bypass ORM)"
ventas,proyectos,apps\tenant\ventas\services\business_service.py,461,Proyecto,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
ventas,proyectos,apps\tenant\ventas\services\business_service.py,561,Proyecto,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
ventas,api,apps\tenant\ventas\api\viewsets.py,11,BaseTenantViewSet,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
ventas,api,apps\tenant\ventas\api\viewsets.py,12,"IsTenantAdminOrReadOnly, IsTenantMember",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
ventas,core,apps\tenant\ventas\api\viewsets.py,13,OrganizationalContextMixin,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
ventas,clientes,apps\tenant\ventas\api\viewsets.py,168,Cliente,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
ventas,api,apps\tenant\ventas\views.py,15,SintelDSVMixin,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
